customer_id,purchase_date,purchase_month,purchase_quarter,purchase_day_of_week,product_category,region,payment_method,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,customer_type,churn,sales_amount
CUST-01000,2023-08-25,8.0,3.0,4.0,Electronics,,PayPal,-2.5689164473235166,-0.2574086071849611,-2.679357078451252,3.86481793011807,2.564997959086104,-0.7375559646469723,-3.3309849933696443,-1.2133700702479149,-1.473104969333388,-0.8463856373103325,1.127908993253569,0.49470565377503245,0.04435879751560705,-1.745707432859652,-0.3365525898781734,premium,no,11032.024995282349
CUST-01001,2023-06-30,6.0,2.0,4.0,Clothing,East,Credit Card,0.622860558100055,0.5345436134561904,0.01828302375947132,-0.2833816857004395,1.907637428445717,-0.3413098462098483,1.206239656102443,,-0.4697907109425894,-0.18802193020799973,-0.4966510521282467,1.2696132625998429,-1.2774366038453426,1.1565816515942398,0.4060940188486671,premium,yes,11254.658237016682
CUST-01002,2023-11-07,11.0,4.0,1.0,Software,West,PayPal,-0.17125114709301648,-0.49627753308969913,1.6133470758076076,2.488068609010058,-1.6779655503040245,0.3036042712837195,-2.1045790370843047,0.7145306910521688,3.475998784863541,0.6233861993186323,0.6686548047579066,-0.7309562757154733,-0.5353350870162231,0.35845361820962024,1.2958717818630143,standard,yes,11245.61615623376
CUST-01003,2023-02-06,2.0,1.0,0.0,Books,South,Credit Card,,-0.33394559630536247,,-1.3913189742711722,-0.011294483101240704,0.2128198468830529,1.2968317502778277,0.7160457490404942,0.8906194096224259,-1.8444612782841086,2.1216313073302033,0.7297729370341954,0.31444459087485255,-0.35895838517941375,-2.025039913676173,standard,yes,11159.24078763929
CUST-01004,2023-02-25,2.0,1.0,5.0,Books,South,Credit Card,2.3464023797403977,-0.6999653360405335,-0.20325055408756826,-0.2567454941579474,,0.6196631181624246,-1.2479500900967022,-1.6621147135514407,3.9214516422331016,-0.759490649074886,-0.12372894627483615,,-0.9938626748348534,0.4201915428949916,-1.1840305582225594,standard,no,10679.244861855443
CUST-01005,2023-08-25,8.0,3.0,4.0,,North,Cash,0.9124639020497194,-0.41760596777187864,3.9325112627883767,0.4120117537600673,2.857559017209598,0.44162864841891597,3.747259697874647,0.11072343418649651,2.0232005708771146,0.41448580526773404,-1.890010171182943,1.558789184496894,1.146030144142065,-0.7773714848459066,-1.0398065310268843,standard,no,11554.243595323902
CUST-01006,2023-12-24,12.0,4.0,6.0,Clothing,Central,PayPal,2.081918460115225,-0.7186870441488834,-3.5999510360090627,-1.736557345126213,0.9176835334248146,0.3492255625444667,-0.6831699920475527,0.17688583943000827,-1.1335216450950358,-1.26684431538335,0.250951020712043,-0.547191788882491,-1.1068702915340567,1.3345061333378379,0.6856563925137109,enterprise,no,10930.995274619892
CUST-01007,2023-12-15,12.0,4.0,4.0,Books,West,Credit Card,0.22231492620133664,1.1061868381238813,-1.0014105362343808,-0.5518094060247882,0.6794252386563882,0.3481068147147108,0.3214975885807123,-0.6367951015495571,-0.4493814966614573,-0.8345804346661232,0.8187659708488161,-0.4805744132024745,-2.3960822883304163,-0.6789803464631321,0.41478446207924113,premium,yes,10403.57448091199
CUST-01008,2023-07-16,7.0,3.0,6.0,Electronics,North,Credit Card,-0.12308684339306009,-0.026483628288828647,-2.1286102955886843,-0.97031678089697,0.8215477115463806,-1.2447668741691826,0.4457921873039088,0.7548991665498829,-0.495851227168022,-2.262374051694654,0.003375506597160999,1.8709651753717822,-1.5859833122379583,-1.879924385139045,0.9242701395378298,standard,no,10742.224446615654
CUST-01009,2023-03-14,3.0,1.0,1.0,Furniture,Central,Bank Transfer,0.6571030206295312,0.6238959430765766,-0.652299442389945,0.09418348978141587,2.0761367429154154,0.9733659524856143,0.2218240362547801,-0.5762619290282724,-1.4625143024339926,0.5516778408525147,-0.336254738681072,-0.5865312695639355,0.6102161695892225,0.15697296096843422,1.197246923645228,premium,yes,11300.45801760538
CUST-01010,2023-02-28,2.0,1.0,1.0,Electronics,West,Credit Card,2.0086277101088807,,-5.737668978391978,0.15307512167913662,-0.6778591567175405,-1.6524123902968042,-4.547487230114287,-0.2981305792658438,0.8919863364289,,,2.5303696686416894,0.48473464796892385,-0.3017984933962528,-1.489284264440218,standard,no,11201.752567704145
CUST-01011,2023-08-28,8.0,,0.0,,East,Credit Card,1.2233808883260213,-1.5117871459689358,-5.5944584107717175,-2.5847067905549026,-0.08895218067893873,1.4808862906533322,-1.334947271550793,-0.9341542070495419,-2.141813578329711,-2.6205136412548797,0.4689780781484677,1.2239487531460047,,1.669922781404639,1.3280568889869675,standard,yes,11297.94084267332
CUST-01012,2023-01-02,1.0,1.0,0.0,Software,West,Credit Card,-1.796367920031396,-0.5276851944169594,-1.8847987635221826,0.585472132901378,3.3832194187883777,0.7030651467411015,1.589974191131918,-0.6483003273443845,0.3193197794917,-4.416511687740928,0.21273977585766032,-0.9899577925520139,-0.49693202511797824,,-0.43112556957509907,standard,yes,10727.277914041952
CUST-01013,2023-12-26,12.0,4.0,,Electronics,South,Credit Card,0.6986892688344883,-0.18588543607289654,-1.2937503952465836,-0.13812368993683122,1.109810933347267,-0.5865289930926361,0.2787939784820236,0.2575331531289845,1.4972937821446193,-2.242729396247379,0.048084946661381994,-0.6626237589458467,-1.6694052811213718,0.543360192379935,-0.9043166251044086,standard,no,10727.366294357087
CUST-01014,2023-07-07,7.0,3.0,,Books,South,,-0.04437623713812955,-0.697829288253898,2.7483455030597583,0.8293160201115082,-1.7987024225663633,-1.621008284576339,0.46387708484954415,1.1986426089954636,4.065229239378551,-0.3900507857376081,-0.7076694656187807,2.1221561970126332,-1.2608839543350452,0.9178619470547761,0.7746340534293368,standard,no,10753.151182512569
CUST-01015,2023-11-03,11.0,4.0,4.0,Software,East,PayPal,-1.6470142093554188,-0.5492281394953985,-4.58799381546157,3.456322649833064,2.9811870697836467,0.9623165788801443,-3.737642439713444,0.6068298722825746,-0.24551423678867534,-2.902815590104417,0.17615045188769213,0.21896391585597508,1.1032175720536581,1.4419424019526008,-0.2652375404702022,premium,no,10674.283110011585
CUST-01016,2023-01-30,1.0,1.0,0.0,Electronics,North,Credit Card,-1.1383685995883805,-0.3727422440286893,-1.7145875753960171,-0.13080928193378777,-1.284184891239821,-0.12369318951178283,-1.2959445836080472,-2.2775626068490844,-0.6972665213140106,-0.9781537183550467,-0.9181269834165748,1.9203675021442612,2.1247714030169615,1.3313390619884031,-0.39622967810175985,standard,no,11448.71813752246
CUST-01017,2023-09-24,9.0,3.0,6.0,Clothing,Central,PayPal,0.06115430118862486,-0.15582105557381679,0.5031203502032788,-0.00151324322445785,-2.0060666002269447,-0.22973533149785047,-0.6014872002375085,-1.3886220145349841,1.8951747961954633,-0.3364359552092462,-1.0958708107987174,-0.4351387479620344,-0.8065198324565613,1.6772005099660963,-0.25155190018413637,standard,no,11056.20855951594
CUST-01018,2023-04-18,4.0,2.0,1.0,Software,West,Credit Card,0.1352749716880739,0.5721257176083903,-0.48565053853092743,-1.424306524354498,-1.5251221679506797,2.042257840510792,0.5158333718536487,0.2759844929124723,0.8662581954680701,-1.3940753159212211,-1.2203206899439758,0.386382653848061,-1.5449373466767586,-0.5393050144632704,-2.832325924984141,standard,no,10838.723147253302
